portfolio_id,portfolio_name,managing_organization,portfolio_manager,is_active,created_at,description,default_curve_type,default_alpha,default_beta,default_inflation_rate,factor_1_name,factor_1_weight,factor_2_name,factor_2_weight,factor_3_name,factor_3_weight,factor_4_name,factor_4_weight,factor_5_name,factor_5_weight,factor_6_name,factor_6_weight,factor_7_name,factor_7_weight,factor_8_name,factor_8_weight,factor_9_name,factor_9_weight,factor_10_name,factor_10_weight,settings_json
1,World Bank Pakistan,World Bank Group,WB Pakistan,true,2026-01-12 14:07:39.537203,World Bank Pakistan Portfolio,s-curve,2.00,2.00,5.000,,,,,,,,,,,,,,,,,,,,,"{""currency_symbol"": ""$"", ""currency_postfix"": ""millions"", ""date_format"": ""YYYY-MM-DD"", ""data_date"": ""2024-01-01"", ""tier_config"": {""cutoff_points"": [200.0, 350.0, 500.0], ""tier_names"": [""Small"", ""Medium"", ""Large"", "" Mega""], ""colors"": [""#3498db"", ""#27ae60"", ""#f39c12"", ""#e74c3c""]}, ""duration_tier_config"": {""cutoff_points"": [36, 48, 60], ""tier_names"": [""Short"", ""Medium"", ""Long"", ""Extra Long""], ""colors"": [""#3498db"", ""#27ae60"", ""#f39c12"", ""#e74c3c""]}, ""llm_config"": {""provider"": ""OpenAI"", ""model"": ""gpt-4o-mini"", ""temperature"": 0.2, ""timeout"": 60, ""has_api_key"": false}}"
